id,title,revenue,vote_count,vote_average,runtime,popularity
566674,Russell Brand: Re:Birth,0,12,6.4,63.0,3.988
464825,The Cakemaker,0,70,6.9,113.0,6.139
13722,Mercenary for Justice,0,56,4.4,91.0,9.091
364067,A Very Murray Christmas,0,290,5.4,56.0,10.816
73237,3 Deewarein,0,9,7.6,120.0,1.496
72152,Aarakshan,7900000,27,5.8,164.0,4.087
659381,Aaviri,0,0,0.0,113.0,1.008
538123,Adrishya,0,0,0.0,106.0,0.6
107226,Ahista Ahista,0,0,0.0,0.0,0.6
596335,Albert  Pinto Ko Gussa Kyun Aata Hai?,0,1,4.0,,1.151
38022,Amar Akbar Anthony,0,44,6.8,184.0,4.186
446909,Fahim Anwar: There's No Business Like Show Business,0,1,6.0,65.0,3.706
21224,Barah Aana,0,2,5.5,97.0,0.653
60389,Bawarchi,0,12,7.1,130.0,3.835
61707,Bazaar Bizarre,0,7,4.0,88.0,5.091
576296,Benchwarmers 2: Breaking Balls,0,14,4.6,90.0,11.655
41188,Bhagam Bhag,0,41,6.2,157.0,4.416
716387,Bhoot Pori,0,0,0.0,0.0,2.555
10741,Bobby,0,253,6.5,120.0,11.278
7342,Carrie,0,254,6.1,132.0,70.882
161221,Chal Mere Bhai,0,19,4.8,136.0,2.491
10585,Child's Play,44196684,1712,6.6,87.0,54.684
21459,Chupke Chupke,0,36,7.3,155.0,4.233
423822,Deadline: Sirf 24 Ghante,0,4,4.3,102.0,0.769
20413,Dhamaal,0,60,6.5,135.0,5.483
36669,Die Another Day,431971116,2364,6.0,133.0,26.517
138697,Don Jon,0,3276,6.0,90.0,20.931
310905,Encounter: The Killing,0,0,0.0,,0.6
381298,Ghayal Once Again,0,14,6.2,127.0,1.942
111978,Ghulam-E-Musthafa,0,4,7.3,162.0,2.379
30066,Gol Maal,0,49,7.3,144.0,5.446
710,GoldenEye,352194034,2553,6.9,130.0,32.846
19670,Golmaal - Fun Unlimited,0,71,6.5,150.0,6.13
10833,Heartbreakers,0,574,6.0,123.0,15.996
21614,Hera Pheri,0,134,7.1,156.0,6.631
532327,How High 2,0,54,6.4,89.0,23.658
15670,Madea Goes to Jail,90508336,108,6.4,103.0,12.236
223806,John Day,0,6,4.8,137.0,0.838
456565,Judwaa 2,34500000,74,5.7,150.0,6.798
121125,Kaalia,0,7,6.1,175.0,1.763
80156,Gadar: Ek Prem Katha,0,29,6.8,170.0,3.736
60730,Khubsoorat,0,8,6.6,126.0,3.167
320377,Jagari Chatterjee: Ek Muridh Ki Koshish,0,0,0.0,,0.6
502702,Kuldip Patwal: I Didn't Do It!,0,2,4.0,126.0,1.4
39217,Maine Pyaar Kyun Kiya?,0,27,4.4,145.0,4.06
21462,Masoom,0,8,5.4,165.0,3.297
20495,Mujhse Shaadi Karogi,0,66,6.3,163.0,6.872
51615,Namak Halaal,0,15,6.6,179.0,2.577
525729,Phamous,0,1,4.0,114.0,1.397
462064,Phullu,0,0,0.0,96.0,1.141
108141,Rajnigandha,0,5,4.4,110.0,2.441
173735,Ram Teri Ganga Maili,0,3,6.3,178.0,1.777
258688,Ramji Londonwaley,0,5,8.2,154.0,1.319
60747,Red Dawn,44806783,1081,5.6,93.0,19.744
33384,Road to Sangam,0,2,7.0,135.0,1.773
62883,Hum Saath Saath Hain,0,59,6.0,177.0,5.143
54357,Sadma,0,7,8.1,141.0,2.131
33384,Road to Sangam,0,2,7.0,135.0,1.773
33145,Satte Pe Satta,0,19,6.7,166.0,2.909
664300,Shiva Baby,0,3,8.3,77.0,7.03
192364,Swami,0,3,5.8,0.0,0.968
587060,The Dark Side of Life: Mumbai City,0,0,0.0,125.0,0.6
65106,The Great Gambler,0,4,4.6,162.0,1.954
36643,The World Is Not Enough,361832400,1889,6.2,128.0,25.957
714,Tomorrow Never Dies,333011068,2011,6.3,119.0,27.894
46426,Traffic Signal,0,5,6.4,130.0,2.353
505777,Union Leader,0,4,7.8,101.0,0.6
508287,Veerey Ki Wedding,0,3,3.7,131.0,1.094
498479,Vodka Diaries,0,10,6.2,112.0,2.111
309867,Zed Plus,0,1,7.0,131.0,0.627
613615,Bill Hicks: One Night Stand,0,2,6.5,30.0,0.65
343828,Bill Hicks: Reflections,0,2,6.5,34.0,2.764
34505,Bill Hicks: Relentless,0,38,8.4,61.0,4.991
25117,Bill Hicks: Revelations,0,43,8.4,74.0,4.762
14733,Bill Hicks: Sane Man,0,36,7.8,81.0,5.255
629999,Gina Yashere: Laughing To America,0,0,0.0,67.0,2.514
151524,Gina Yashere: Skinny B*tch,0,2,6.5,57.0,1.557
424080,Mexicanos de bronce,0,4,6.0,100.0,1.94
44123,Sam Kinison: Breaking the Rules,0,14,7.2,50.0,4.064
69072,Sam Kinison: Family Entertainment Hour,0,6,6.0,49.0,3.322
271323,Sam Kinison: Live in Vegas,0,1,6.0,72.0,1.511
744395,Sam Kinison: The Scream Continues,0,0,0.0,29.0,0.6
535849,Secrets in the Hot Spring,0,13,6.8,109.0,4.481
568332,Taylor Swift: Reputation Stadium Tour,0,181,8.1,125.0,13.514
502157,The Bill Murray Stories: Life Lessons Learned from a Mythical Man,0,29,7.0,70.0,10.067
507569,The Seven Deadly Sins: Prisoners of the Sky,0,698,7.6,99.0,47.136
41748,Tim Allen: Men Are Pigs,0,4,5.8,30.0,2.112
39537,Tim Allen: Rewires America,0,1,6.0,30.0,1.626
80664,Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,0,6,7.4,146.0,2.806
43413,Tim Minchin: So F**king Rock Live,0,3,8.0,127.0,4.124
142993,Todd Glass Stand-Up Special,0,6,6.2,46.0,2.839
85944,Tom Papa: Live in New York City,0,10,6.1,57.0,4.588
454349,Blurred Lines: Inside the Art World,0,7,6.3,84.0,4.722
486508,Born Strong,0,16,7.3,85.0,6.53
496302,Women at War 1914-1918,0,7,8.0,95.0,1.343
529681,Standing Tall,0,0,0.0,49.0,0.6
432787,Fun Mom Dinner,0,155,5.7,81.0,14.386
359228,Ghost House,0,94,5.2,92.0,17.014
173838,Numbered Men,0,1,5.0,65.0,1.4
420245,Don't Knock Twice,0,528,5.5,93.0,17.906
495928,You Can Tutu,0,4,8.0,87.0,1.625
354979,Dog Eat Dog,80,223,5.0,93.0,14.079
688146,French Blood 1 - Mr. Pig,0,1,4.0,81.0,0.709
557635,After Porn Ends 3,0,55,5.4,86.0,32.308
277710,Anesthesia,32163,76,5.9,90.0,10.784
397243,The Autopsy of Jane Doe,5972942,2710,6.6,86.0,45.875
336890,Goon: Last of the Enforcers,0,193,5.7,101.0,10.574
652020,The First Temptation of Christ,0,85,5.6,46.0,26.296
558343,Tiffany Haddish: Black Mitzvah,0,11,7.1,55.0,4.428
333663,War on Everyone,0,259,5.7,98.0,12.857
614564,Wish Man,0,14,7.9,107.0,7.295
528484,Silencer,0,12,5.8,88.0,7.282
45212,The Diary of a Chambermaid,0,14,6.1,91.0,3.141
188194,Rezeta,0,11,6.4,83.0,2.079
82633,Lawless,53676580,2084,7.0,115.0,19.695
17483,Shelter,142666,289,7.6,97.0,14.447
595931,The Climb,0,17,6.8,94.0,6.443
381696,Shrek the Musical,0,62,7.1,130.0,13.26
602797,Hot Gimmick: Girl Meets Boy,0,14,6.0,119.0,4.715
514575,A Twelve-Year Night,0,174,7.7,122.0,8.58
479626,Avicii: True Stories,0,247,7.9,85.0,29.534
569547,Black Mirror: Bandersnatch,0,2823,6.9,90.0,16.774
189549,Life Ki Toh Lag Gayi,0,1,6.0,155.0,1.4
412924,Supersonic,226286,144,7.5,117.0,15.954
545484,The Birth Reborn 3,0,1,8.0,,0.642
533992,When Angels Sleep,0,175,5.5,94.0,11.666
392834,The NSU-Complex,0,3,7.0,90.0,0.959
337167,Fifty Shades Freed,368307760,5642,6.6,105.0,67.767
198444,Blitz Patrollie,0,0,0.0,101.0,1.892
538620,"El Pepe, A Supreme Life",0,26,7.7,74.0,8.395
412117,The Secret Life of Pets 2,155152550,1847,7.0,86.0,138.607
691320,The Vendor,0,0,0.0,0.0,0.6
470894,At First Light,0,73,5.7,90.0,9.362
9259,Bibi Blocksberg,0,57,6.0,102.0,7.557
2061,Pusher,0,404,7.0,105.0,11.033
653522,The App,0,92,2.7,79.0,13.308
218043,Left Behind,19682924,919,4.2,110.0,26.496
16372,The Innocents,0,318,7.5,100.0,8.736
424510,Mr. Roosevelt,0,37,6.1,90.0,6.891
488669,Todd Barry: Spicy Honey,0,18,7.3,60.0,5.834
1923,Twin Peaks: Fire Walk with Me,4160851,1165,7.3,135.0,17.997
372981,Marco Polo: One Hundred Eyes,0,70,7.3,28.0,7.642
520901,Doom: Annihilation,0,204,4.8,97.0,110.271
44296,Fireworks,0,35,5.7,14.0,4.095
577647,Grand-Daddy Day Care,0,16,6.6,91.0,13.783
635744,Jarhead: Law of Return,0,291,6.6,103.0,55.051
461615,MFKZ,0,146,7.1,95.0,9.301
463843,Sweetheart,0,113,6.4,82.0,12.468
299536,Avengers: Infinity War,2046239637,20088,8.3,149.0,229.85
332704,Backtrack,0,267,5.7,90.0,11.517
455963,A Gray State,0,28,6.0,93.0,7.98
362092,When Hari Got Married,0,4,6.8,75.0,1.4
654299,Out Of The Clear Blue Sky,0,172,8.1,112.0,46.38
86705,John Mulaney: New in Town,0,112,8.3,60.0,7.363
411873,The Little Hours,0,303,5.7,90.0,16.722
396493,Creep 2,0,428,6.3,78.0,12.307
387805,7:19,0,19,6.1,94.0,3.153
394689,Garfunkel and Oates: Trying to be Special,0,17,7.4,62.0,4.882
360030,Lo and Behold: Reveries of the Connected World,0,187,6.6,99.0,10.597
2291,Jacob's Ladder,25965144,929,7.4,113.0,13.571
661227,I Am Vengeance: Retaliation,0,11,5.3,90.0,13.768
374461,Mr. Church,0,305,7.3,104.0,13.19
400106,Bright,0,4195,6.2,117.0,35.213
499969,Madness in the Desert,0,4,6.8,141.0,1.4
515743,Back of the Net,0,53,6.9,86.0,23.874
435218,Lost in London,0,48,6.2,103.0,9.64
312409,Nick Cave & The Bad Seeds: The Abattoir Blues Tour,0,0,0.0,373.0,8.91
405774,Bird Box,0,7015,6.9,124.0,41.909
565255,Struggle: The Life and Lost Art of Szukalski,0,37,7.8,104.0,6.463
571721,The Last Hangover,0,51,6.8,44.0,2.633
433637,What Still Remains,0,27,5.2,92.0,7.102
82023,Hotel Desire,0,58,5.6,38.0,11.27
465536,Figures of Speech,0,3,8.3,93.0,2.46
657317,Being Mrs Elliot,0,1,7.0,113.0,1.219
340082,Iyore,0,0,0.0,0.0,0.809
657070,The First Lady,0,0,0.0,107.0,0.838
551332,The Two Popes,232638,1840,7.6,125.0,20.892
448916,2036 Origin Unknown,0,131,4.7,94.0,14.693
107227,23:59,1208479,32,4.6,78.0,3.967
643058,Aggretsuko: We Wish You a Metal Christmas,0,4,7.3,22.0,1.338
611368,Imperfect,0,7,8.5,112.0,1.997
443526,Lang Tong,0,2,5.0,83.0,1.838
569954,Ms J Contemplates Her Choice,0,4,4.3,88.0,1.318
490410,48 Christmas Wishes,0,59,5.7,84.0,15.909
392734,Jeremiah Tower: The Last Magnificent,0,4,6.5,120.0,5.711
389578,Daemonium: Soldier of the Underworld,0,13,4.1,120.0,4.39
26264,George of the Jungle 2,0,316,4.3,87.0,17.989
256285,Leo the Lion: King of the Jungle,0,5,5.8,46.0,0.865
305387,The Magic Snowflake,0,24,6.2,82.0,3.413
51450,Santa's Apprentice,0,23,6.1,80.0,2.526
506971,Teefa in Trouble,3062477,15,7.4,155.0,3.314
254320,The Lobster,15656193,4095,7.0,118.0,24.59
441906,Jab Harry Met Sejal,0,122,6.2,144.0,7.059
467239,Temple,0,121,3.9,78.0,10.874
338544,For the Love of Spock,0,105,7.5,105.0,11.032
336011,White Girl,200242,309,5.7,88.0,11.184
290825,Yoga Hosers,0,274,4.6,88.0,11.87
650029,After the Raid,0,4,6.0,25.0,1.588
569578,Ascharya Fuck It,0,5,7.4,90.0,1.511
488969,Miss Me This Christmas,0,19,4.9,87.0,8.288
492166,Russell Howard: Recalibrate,0,29,7.9,69.0,4.3
412213,The Women's Balcony,0,19,7.2,96.0,2.335
488971,You Can't Fight Christmas,0,28,5.5,87.0,13.584
346134,Miss Stevens,4611,138,6.6,86.0,14.405
403569,Total Frat Movie,0,30,5.3,93.0,7.082
456048,The Humanity Bureau,17544173,211,4.9,94.0,22.117
402464,Some Freaks,0,37,6.5,97.0,4.71
371084,Mike Epps: Don't Take It Personal,0,10,4.3,60.0,5.874
49041,Christmas at Pee Wee's Playhouse,0,22,7.5,49.0,4.711
649802,Ronny Chieng: Asian Comedian Destroys America!,0,25,7.3,63.0,5.335
30144,Lilly the Witch The Dragon and the Magic Book,0,64,5.4,89.0,7.955
569038,Prince of Peoria A Christmas Moose Miracle,0,2,4.0,,3.288
327833,Skin Trade,0,134,6.0,96.0,24.431
372449,Bob's Broken Sleigh,0,9,4.7,46.0,3.433
292177,My Little Pony: Equestria Girls - Rainbow Rocks,0,46,7.3,75.0,24.024
42297,Burlesque,89519773,1660,7.2,119.0,14.411
603557,"Sincerely Yours, Dhaka",0,1,10.0,134.0,1.265
306819,The Danish Girl,64191523,4587,7.6,120.0,21.853
534598,American Circumcision,0,6,6.5,100.0,2.027
534780,Andhadhun,40000000,200,7.8,139.0,7.353
298115,Dragons: Dawn Of The Dragon Racers,0,220,7.2,26.0,27.861
245916,Kill the Messenger,5218973,607,6.6,112.0,13.958
157851,Maps to the Stars,1338365,764,6.1,112.0,11.604
51828,One Day,59389433,2859,7.3,107.0,24.024
563708,Springsteen On Broadway,0,30,8.1,153.0,4.458
266856,The Theory of Everything,123726688,8106,7.9,123.0,24.621
673632,The Making of God of War II,0,0,0.0,119.0,3.539
3175,Barry Lyndon,20000000,1671,8.0,185.0,16.472
29556,Rats,0,21,3.8,92.0,7.909
348611,Sister Cities,0,30,7.0,86.0,7.023
404945,Theo Who Lived,0,3,6.7,86.0,3.526
375183,A Family Man,0,341,6.7,108.0,19.662
352099,Bangistan,830000,6,5.8,135.0,2.863
14752,Dil Chahta Hai,4099000,166,7.0,183.0,6.319
338065,Dil Dhadakne Do,22000000,86,6.7,170.0,6.145
138697,Don Jon,0,3276,6.0,90.0,20.931
41109,Don 2,2900000,128,7.0,139.0,7.479
199139,Fukrey,5200000,40,6.8,137.0,5.297
396371,Molly's Game,59284015,2478,7.1,140.0,28.378
656070,Holy Expectations,0,0,0.0,0.0,0.6
46386,Honeymoon Travels Pvt. Ltd.,2500000,15,5.4,118.0,3.212
656557,Hope: One in a Billion,0,0,0.0,80.0,1.4
478570,Isoken,0,4,3.9,100.0,1.887
34764,Karthik Calling Karthik,3900000,57,6.2,135.0,3.781
21175,Lakshya,4600000,63,6.5,186.0,5.108
16344,Luck by Chance,3000000,33,6.6,155.0,5.075
490760,Potato Potahto,0,2,3.5,104.0,1.224
19672,Rock On!!,0,62,7.0,144.0,7.172
13151,Scooby-Doo on Zombie Island,0,409,7.5,77.0,20.267
270823,Talaash,0,5,4.6,153.0,1.599
14787,Tom and Jerry: The Magic Ring,0,151,6.4,62.0,14.65
230015,Underdogs,0,16,5.5,104.0,5.435
61202,Zindagi Na Milegi Dobara,160000000,204,7.6,166.0,7.791
487509,F.R.E.D.I.,0,15,6.1,89.0,3.182
467113,I See You,0,16,7.8,84.0,2.318
724061,Once in a Lifetime Sessions with OneRepublic,0,0,0.0,72.0,0.618
750813,Once in a Lifetime Sessions with Snow Patrol,0,0,0.0,83.0,0.6
508466,Sad Hill Unearthed,22834,50,7.3,86.0,4.667
348296,The Bad Education Movie,0,96,5.7,90.0,8.988
505879,Vanjagar Ulagam,0,3,5.7,161.0,0.968
19951,1920,0,20,5.6,138.0,3.934
359790,Blackway,16458,254,5.2,90.0,13.228
421833,Brave New Jersey,16544,10,4.9,86.0,7.681
288285,Breaking Free,0,3,5.7,106.0,2.942
449755,Christmas Inheritance,0,617,6.5,105.0,28.348
483755,Discovering Bigfoot,0,13,5.2,110.0,4.966
298432,Freeway: Crack in the System,0,12,7.3,103.0,4.917
391754,Gelo,0,4,7.0,118.0,2.052
752925,Los Niños Héroes de Chapultepec,0,0,0.0,0.0,0.6
488353,Mantostaan,0,2,6.0,92.0,0.922
390996,Shot! The Psycho-Spiritual Mantra of Rock,0,17,7.0,95.0,7.379
497027,Muramba,0,7,8.0,128.0,0.999
413990,Pottersville,0,73,5.0,85.0,12.499
192736,Rise of the Zombie,0,9,3.9,94.0,3.597
310001,Seoul Searching,0,45,7.4,105.0,6.673
22512,"Sex, Shame & Tears",0,37,6.7,107.0,8.3
469108,Under an Arctic Sky,0,28,7.7,40.0,3.525
308174,3 Türken und ein Baby,0,64,5.9,95.0,6.12
379832,Eddie: Strongman,0,8,7.0,98.0,4.319
439756,Famous in Ahmedabad,0,4,6.5,29.0,0.6
323948,Ali and the Camel Episode 3 Sand Storm,0,0,0.0,,0.6
14113,Zoom,12506188,395,5.2,83.0,20.327
358532,The Monster of Mangatiti,0,15,5.9,70.0,2.946
392878,This Was Tomorrow,0,19,6.8,77.0,2.147
426426,Roma,1140769,2844,7.7,135.0,17.232
474392,Samson,4873825,150,5.8,110.0,30.679
416122,At All Costs,0,7,7.0,100.0,2.002
509967,6 Underground,0,2625,6.3,127.0,155.143
487852,A Trip to Jamaica,0,1,5.0,99.0,1.027
474191,My Wife & I,0,1,6.0,100.0,1.021
412194,Okafor's Law,0,2,5.0,110.0,1.249
665215,Seven and a Half Dates,300000,0,0.0,90.0,0.6
61012,Silent Hill: Revelation 3D,52302796,1076,5.4,94.0,26.407
615137,The 9th Precinct,1862261,4,5.0,94.0,2.312
54541,Zero Hour!,0,20,6.6,81.0,2.51
652809,Jack Whitehall: Christmas with my Father,0,8,5.8,64.0,4.446
561230,"Out of Many, One",0,7,6.0,35.0,3.791
487156,Judd Apatow: The Return,0,23,6.5,69.0,4.596
426264,The Trip to Spain,0,58,6.5,115.0,9.406
340481,The Unknown Girl,0,198,6.1,106.0,8.781
429662,Viceroy's House,7823256,194,6.6,106.0,10.203
158999,Blackfish,2063312,803,7.9,83.0,13.22
435630,Ricardo O'Farrill: Abrazo Navideño,0,2,6.0,31.0,0.84
250535,Get Santa,0,66,6.3,102.0,7.051
169864,The Short Game,0,23,7.4,100.0,5.457
613446,The Sky Is Pink,0,37,8.0,143.0,3.559
344041,Standoff,0,182,5.9,80.0,15.56
567524,Vir Das: Losing It,0,17,7.8,67.0,5.081
399372,Red Christmas,0,34,4.2,82.0,3.44
466129,The Hatred,0,43,5.2,94.0,10.833
381043,Asperger's Are Us,0,11,6.2,83.0,6.392
347969,The Ridiculous 6,0,929,5.1,119.0,51.744
543248,Good and Prosperous,0,1,7.0,110.0,1.4
649800,Michelle Wolf: Joke Show,0,16,6.9,59.0,3.665
403283,Gehenna: Where Death Lives,0,25,5.4,107.0,5.674
393834,Goldstone,0,67,6.1,109.0,7.528
455385,Susanne Bartsch: On Top,0,3,7.0,84.0,2.836
318852,Sons of Ben,0,5,6.6,0.0,2.59
606117,A Cinderella Story: Christmas Wish,0,424,6.7,93.0,47.235
9429,A Night at the Roxbury,30331165,511,6.5,81.0,15.989
818,Austin Powers in Goldmember,296655431,2175,6.0,94.0,22.469
816,Austin Powers: International Man of Mystery,67683989,2198,6.5,94.0,23.623
817,Austin Powers: The Spy Who Shagged Me,312016858,2279,6.2,95.0,17.495
134451,Baby Dolls Behind Bars,0,8,5.1,81.0,9.533
276902,Cut Bank,0,198,5.7,92.0,10.792
625248,Dead Kids,0,9,4.9,94.0,12.616
449562,The Hustle,32677774,1551,6.3,94.0,47.37
600014,Iron Fists and Kung Fu Kicks,0,16,7.3,108.0,6.756
447043,Jindua,0,3,9.3,140.0,0.706
532406,Lakeeran,0,0,0.0,0.0,0.676
520602,Mahi NRI,0,1,2.0,,0.679
20337,Martin Lawrence Live: Runteldat,19184015,13,5.3,113.0,4.396
1592,Primal Fear,102616183,1889,7.7,129.0,16.588
552436,Qismat,0,8,6.9,140.0,1.398
84334,Searching for Sugar Man,0,577,7.9,85.0,8.874
413992,Sweet Virginia,10456,179,5.9,94.0,13.061
623618,Tee Shot: Ariya Jutanugarn,0,3,6.2,103.0,1.09
14199,The Adventures of Sharkboy and Lavagirl,69425966,930,5.0,92.0,29.732
1422,The Departed,291465034,10336,8.2,151.0,231.402
324562,The Tribes of Palos Verdes,0,47,5.1,104.0,8.162
292064,Thug Life,0,2,2.0,,0.613
609797,Wandering Stars,0,169,7.6,86.0,6.098
142946,Why Me?,0,6,6.2,87.0,5.994
58197,A Beautiful Life,0,0,0.0,81.0,2.839
455236,Accident Man,0,243,5.8,101.0,26.17
387914,Ayotzinapa: The Turtle's Pace,0,4,7.3,80.0,0.753
399579,Alita: Battle Angel,404852543,5875,7.1,122.0,100.745
194523,Blind Detective,0,62,6.3,130.0,6.388
521931,Bobby Robson: More Than a Manager,0,32,6.9,104.0,7.817
285043,Break Up 100,0,7,5.7,105.0,2.495
327905,Chal Bhaag,0,1,4.0,110.0,0.626
522144,Crossroads: One Two Jaga,0,4,6.9,80.0,1.335
104223,Don't Go Breaking My Heart,0,5,5.1,95.0,2.622
287420,Don't Go Breaking My Heart 2,0,13,5.3,113.0,3.731
376199,Faraar,0,3,4.7,0.0,1.558
535031,Helios,0,0,0.0,5.0,0.6
456740,Hellboy,44664690,2100,5.4,121.0,79.785
411268,Line Walker,88658655,25,5.7,108.0,9.104
568030,Little Singham aur Kaal ka Mahajaal,0,0,0.0,68.0,0.951
41544,Look for a Star,0,5,5.4,117.0,3.151
567788,Oddbods: The Festive Menace,0,2,6.0,23.0,0.675
41980,Once a Gangster,0,12,6.2,95.0,4.938
414824,Pa Paandi,0,18,6.9,125.0,2.936
603570,Roll with Me,0,1,6.0,90.0,0.648
210498,SDU: Sex Duties Unit,0,9,5.6,94.0,2.42
9400,Set It Off,41590886,190,7.2,123.0,10.662
11321,Seven Pounds,168167691,5015,7.6,123.0,18.144
385448,The Little Mermaid,0,678,5.0,98.0,67.516
490154,A StoryBots Christmas,0,6,6.2,25.0,7.05
458363,Bhouri,0,5,7.4,140.0,1.117
469980,Diana: In Her Own Words,0,47,7.8,113.0,7.957
442712,Dream Boat,0,53,5.7,92.0,3.925
490156,DreamWorks Home: For the Holidays,0,8,4.4,45.0,16.695
321675,Eh Janam Tumhare Lekhe,0,4,8.0,135.0,2.236
457552,Forbidden Games: The Justin Fashanu Story,0,7,7.7,81.0,4.245
47655,Hisss,0,25,3.8,98.0,3.248
420279,Monster Island,1913973,34,5.5,80.0,12.071
432226,My Happy Family,0,38,7.0,119.0,5.088
51681,Playing for Time,0,31,7.3,150.0,7.646
435011,Hans Zimmer: Live in Prague,0,55,8.6,138.0,12.925
391763,Sardaarji 2,0,3,7.3,145.0,2.008
85992,Tezz,3800000,18,3.8,121.0,3.491
490299,The Legend of 420,0,15,7.4,87.0,4.053
413780,The Worthy,0,52,5.0,95.0,5.624
473415,Voyeur,0,108,6.1,95.0,9.874
318654,1000 Rupee Note,0,8,6.8,89.0,0.998
445925,Across Grace Alley,0,9,5.2,25.0,0.624
335031,¡Asu Mare! 2,0,11,5.7,0.0,7.491
414719,Interrogation,0,46,5.1,93.0,11.239
364690,Natural Selection,0,102,5.4,100.0,9.006
381041,Rainbow Time,0,9,6.1,91.0,6.058
22975,Richard Pryor: Live in Concert,0,68,7.7,78.0,4.14
429047,Tellur Aliens,0,5,4.8,66.0,7.667
372844,The Violin Player,0,9,4.6,72.0,1.48
358651,Yo-kai Watch: The Movie,0,13,7.6,97.0,4.047
349158,My Little Pony: Equestria Girls - Friendship Games,0,31,6.3,72.0,17.89
339888,Tyke Elephant Outlaw,0,16,7.9,78.0,1.974
50393,Kung Fu Panda Holiday,0,162,6.5,21.0,12.85
606244,"Colin Quinn: Red State, Blue State",0,5,7.6,65.0,8.895
559082,Lovefucked,0,2,7.5,105.0,1.189
439059,Rocko's Modern Life: Static Cling,0,97,6.6,45.0,16.794
614924,Westside vs the World,0,2,9.0,96.0,2.281
513223,Perdida,0,158,6.1,103.0,19.29
519672,The Most Unknown,0,24,6.8,92.0,7.379
451349,Black Site Delta,0,24,6.0,87.0,6.844
60062,Judy Moody and the Not Bummer Summer,14166853,51,5.7,91.0,9.029
509904,Roll Red Roll,0,30,7.2,80.0,6.27
502406,St. Agatha,0,95,5.0,90.0,20.578
26797,Denis Leary: No Cure for Cancer,0,27,7.0,62.0,3.13
522387,Aakhri Badla,0,1,10.0,,0.6
1402,The Pursuit of Happyness,307077295,6905,7.9,117.0,24.594
383567,Theo Von: No Offense,0,14,6.3,65.0,4.577
262547,Mission: Destroy Love,0,1,6.0,97.0,0.921
425931,The Black Room,0,108,3.6,91.0,10.173
327225,Crazy Beautiful You,0,8,6.8,115.0,2.653
369820,Brent Morin: I'm Brent Morin,0,20,7.3,67.0,5.869
289333,Jim Jefferies: Bare,0,89,7.5,76.0,7.693
621675,Professor Mack,0,2,4.5,84.0,3.734
541578,Screwball,0,16,6.2,105.0,7.774
415735,Sebastian Maniscalco: Why Would You Do That?,0,23,8.0,63.0,5.01
368304,LEGO Marvel Super Heroes: Avengers Reassembled!,0,44,6.3,22.0,10.484
623976,Alarmoty in the Land of Fire,0,0,0.0,0.0,0.6
463905,Detention Letter,0,10,5.3,100.0,1.557
616904,Enter the Anime,0,27,4.4,58.0,4.418
526039,No One Will Ever Know,0,4,5.6,102.0,1.819
413658,The Warriors Gate,0,228,6.6,108.0,19.376
289269,Lady Bloodfight,0,66,6.1,97.0,18.991
415214,Operation Mekong,173000000,88,6.5,124.0,19.238
666141,The Sky Is on Fire,0,0,0.0,15.0,0.618
408546,David Cross: Making America Great Again,0,29,6.7,74.0,6.193
309809,The Little Prince,97571250,2028,7.6,108.0,23.589
292795,Yellowbird,0,36,5.1,90.0,8.822
24043,God's Army 2: States of Grace,0,5,7.2,128.0,3.862
302309,Baaghi,0,2,4.5,0.0,1.021
539470,Brij Mohan Amar Rahe!,0,8,5.3,100.0,2.43
513347,Flavors of Youth,496334,368,6.8,74.0,41.119
469814,Alan Saldaña: Mi vida de pobre,0,2,6.5,53.0,1.009
432976,Icarus,0,437,7.8,121.0,16.294
301355,Message from the King,0,287,6.3,102.0,14.423
205022,Chennai Express,62000000,192,6.5,141.0,8.094
32517,"Justice, My Foot!",0,46,6.7,102.0,7.485
51532,Prince Charming,0,35,5.8,91.0,7.814
437029,The Laws of Thermodynamics,0,130,5.9,100.0,9.983
316715,The Eichmann Show,0,139,6.7,90.0,10.928
15596,Back to School,91258000,252,6.4,96.0,15.032
627446,Feo pero Sabroso,120645,7,5.5,90.0,23.614
586599,Mi amigo Alexis,0,11,6.3,100.0,10.53
621930,Unbridled,0,1,6.0,115.0,0.906
375860,The Surrounding Game,0,6,8.7,97.0,5.13
467028,Misfit,0,50,6.4,,3.216
518452,Like Father,0,456,6.4,103.0,12.659
392207,The Invisible Guardian,0,393,6.5,129.0,18.464
627122,EXPO,0,4,6.3,80.0,2.745
623195,Falling Inn Love,0,763,6.6,98.0,27.633
600335,Kardec,0,50,6.4,110.0,6.875
209276,Starred Up,54915,659,7.1,106.0,8.723
159008,Inequality for All,0,80,7.7,88.0,8.437
469021,Ryan Hamilton: Happy Face,0,18,7.0,56.0,4.282
625561,Travis Scott: Look Mom I Can Fly,0,129,7.1,85.0,19.979
386219,Chung Cư Ma,0,3,6.0,115.0,0.937
441071,Naam Shabana,0,29,5.9,147.0,8.478
479918,Qarib Qarib Singlle,0,28,7.1,125.0,4.673
337608,Spyder,0,1,5.0,76.0,1.131
300667,3 Generations,0,356,6.4,87.0,12.915
526313,A Leaf of Faith,0,6,8.0,86.0,2.15
428601,Menorca,0,9,5.1,81.0,5.302
624932,Dave Chappelle: Sticks & Stones,0,138,7.8,65.0,10.534
274472,May We Chat,0,12,5.4,98.0,3.395
